ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
162,7030,88.21,4,2.44,83.87,8,4.17,6.97,3,91.04,5,2060.71,46,8.67,131.6,Non Defect
162,19718,97.12,5,4.24,66.72,12,1.59,7.5,6,89.94,6,4156.76,35,6.93,243.22,Non Defect
162,13682,98.84,0,2.88,66.23,6,1.38,8.46,9,84.43,1,2654.21,43,6.93,202.65,Non Defect
162,15442,82.35,3,0.82,85.67,1,1.51,5.17,8,89.66,3,1834.88,34,4.11,132.24,Non Defect
162,8061,85.8,2,4.5,79.94,7,3.12,7.51,7,84.04,9,3946.49,11,4.62,176.66,Defect
163,9865,99.34,5,1.28,80.46,14,1.62,8.59,5,80.96,0,3878.64,37,9.03,177.57,Non Defect
164,6209,81.15,2,4.97,68.19,18,1.84,9.53,1,87.52,4,4133.98,19,2.25,327.95,Non Defect
164,13199,89.1,4,4.69,90.6,22,3.29,8.16,5,91.84,3,2179.03,44,2,221.65,Non Defect
164,16987,86.23,5,1.5,63.2,10,1.17,3.24,5,81.73,9,3161.46,19,7.75,397.19,Non Defect
164,18267,90.68,1,2.87,74.92,10,0.89,7.97,1,92.12,7,1033.92,35,9.34,450.38,Defect
165,14027,92.19,3,0.75,78.03,16,4.98,4.18,3,94.71,9,4106.23,28,4.75,120.55,Non Defect
166,10294,80.36,1,1.89,91.23,9,1.12,2.57,8,83.03,9,2065.34,45,6.53,178.15,Non Defect
166,17443,80.88,1,1.83,84.32,7,1.85,8.21,2,97.9,5,2516.41,50,5.02,492.84,Non Defect
166,17413,95.44,0,4.35,61.15,11,2.29,7.42,1,90.95,3,2259.25,29,2.48,162.94,Non Defect
168,19496,83.14,2,3.06,63.77,5,0.87,6.68,3,92.83,4,1120.15,43,5.58,195.83,Non Defect
168,13288,96.32,0,4.79,75.63,17,3.11,7.52,8,83.2,2,1903.43,16,9.41,485.69,Non Defect
168,17537,85.69,1,4.16,85.18,19,3.04,7.26,6,85.1,0,3529.64,13,3.19,466.42,Non Defect
168,14471,94.29,5,1.41,98.18,8,0.64,3.78,9,93.58,8,3893.17,38,9.16,198.13,Non Defect
168,10572,82.62,4,2,98.14,7,2.16,9.39,0,97.84,9,1694.19,35,3.7,389.46,Non Defect
168,7138,84,5,2.32,85.15,6,0.58,7.11,9,94.79,3,4831.98,25,9.57,303.15,Defect
169,10547,89.85,1,4.01,76.28,8,0.6,3.73,8,84.19,6,1621.07,47,7.66,460.02,Non Defect
169,18096,86.33,4,2.57,75.32,0,4.88,2.27,9,90.72,2,3780.77,11,6.71,259.28,Non Defect
171,6976,95.33,1,3.91,92.57,19,3.03,7.93,7,87.08,7,1238.99,12,7.28,171.71,Non Defect
171,11431,82.14,1,1.82,65.02,12,4.12,5.61,7,88.42,5,1929.94,31,7.45,302.34,Non Defect
171,14047,87.25,3,1.55,78.68,19,3.01,4.51,1,94.5,3,2997.89,47,2.44,165.69,Non Defect
172,9448,82.33,1,4.05,91.46,23,0.4,2.22,4,80.99,8,4482.46,49,2.25,394.59,Non Defect
172,12344,98.08,4,3.02,61.06,22,4.57,4.06,4,89.92,1,1955.45,37,2.64,447.57,Non Defect
172,13902,82.42,4,2.66,92.4,21,3.63,3.56,8,93.93,6,2528.61,28,8.62,251.62,Non Defect
172,15576,82.09,0,4.67,62.18,0,3.98,9.41,7,85.19,9,2303.18,50,5.79,428.59,Non Defect
172,8504,97.88,4,4.61,63.36,6,4.49,3.37,4,99.98,7,2139.57,30,6.89,372.65,Non Defect
173,18378,90.36,4,4.46,79.84,23,0.72,2.53,4,98.44,2,4638.38,13,6.56,110.05,Non Defect
174,5215,94.39,1,4.26,88.78,7,1.25,3.09,4,90.63,5,3064.67,16,9.62,184.32,Non Defect
174,18774,91.27,5,2.19,80.67,7,2.44,5.06,8,82.79,5,2521.27,13,5.28,344.38,Non Defect
174,15599,87.24,5,2.64,66.51,0,4.15,5.31,6,91.7,6,2364.41,14,4.53,209.77,Non Defect
174,16592,99.1,1,2.89,99.71,18,4.34,5.24,9,99.86,8,4948.8,23,9.88,485.75,Non Defect
174,6005,91.16,1,3.49,87.68,18,0.85,4.58,8,81.24,3,1582.72,49,1.98,486.44,Non Defect
174,8167,88.85,4,1.81,71.07,11,2.74,9.84,4,98.24,9,3192.41,33,9.65,280.93,Non Defect
175,17505,84.23,2,4.05,66.01,21,4.32,3.65,7,88.5,7,1623.55,22,4.85,291.94,Non Defect
175,14717,89.93,0,1.27,60.54,17,0.59,3.35,8,86.93,2,1930.68,30,9.05,127.54,Non Defect
175,10013,86.12,5,2.87,90.22,1,2.18,3.03,8,96.93,2,4710.26,46,8.21,298.47,Non Defect
176,10089,86.06,2,3.21,79.62,3,0.17,3.17,5,81.22,8,4959.47,15,9.98,104.1,Non Defect
177,14999,90.71,4,1.32,65.37,20,0.35,2.8,9,85.82,7,4490.5,32,4.78,448.63,Defect
177,5636,86.38,2,4.77,69.21,6,0.61,3.08,7,93.33,7,4749.97,12,2.99,132.42,Defect
177,16793,88.02,2,2.21,84.28,6,3.49,6.98,1,81.49,7,2034.6,28,7.83,452.57,Non Defect
177,12539,97.47,2,2.03,61.16,20,4,8.01,9,83.79,3,4408.71,12,1.78,234.43,Non Defect
177,19860,96.15,3,3.27,81.01,11,1.49,9.68,9,97.91,2,3156.31,15,3.51,135.9,Non Defect
178,9072,82.95,0,4.15,60.39,19,0.78,2.61,8,95.38,8,4322.27,24,8.44,385.08,Non Defect
178,16542,96.03,4,3.59,69.3,6,2.07,9.2,3,98.22,3,2057.11,24,7.74,472.78,Non Defect
178,15609,91.16,2,3.88,63.65,21,2.9,5.35,7,98.92,9,2443.74,41,8.58,444.39,Defect
179,16594,85.63,1,3.91,63.56,9,0.77,9.95,7,95.8,4,4987.68,12,2.96,324.52,Non Defect
179,14382,96.32,2,4.36,81.13,14,3.57,2.36,5,80.02,1,3788.48,18,1.5,195.74,Non Defect
180,16773,82.67,3,1.43,65.24,9,4.25,7.18,7,83.71,2,3109.87,47,8.49,461.37,Non Defect
180,19762,90.3,1,0.54,60.63,7,2.39,4.89,7,96.55,9,2973.16,31,8.78,185.57,Non Defect
180,13867,85.3,1,1.05,98.25,2,3.56,9.17,7,97.62,1,3183.68,26,4.29,363.84,Defect
180,10268,86.8,3,2.71,71.37,9,0.17,3.83,6,85.66,0,3351.12,28,7.12,291.44,Non Defect
181,7510,94.82,5,4.05,75.94,23,1.91,2.52,8,87.32,9,3436.9,11,7.01,166.3,Non Defect
181,12711,95.08,5,1.09,69.39,4,2.19,3.48,1,82.41,6,2467.31,32,7.2,184.67,Non Defect
182,15775,98.72,2,4.99,82.02,5,2.82,6.46,5,86.3,7,2088.51,35,8.8,372.64,Non Defect
182,10724,88.87,5,0.71,87.28,10,4.72,4.63,8,81.02,0,2348.49,36,4.57,356.06,Non Defect
183,8623,95.81,4,4.49,67.87,10,3.56,5.64,7,93.41,5,2692.69,20,6.28,279.44,Non Defect
183,10016,92.26,3,4.07,62.86,16,4.53,4.67,0,97.84,1,1133.25,28,3.33,188.54,Non Defect
183,5850,96.25,3,3.12,91.59,15,1.56,6.78,5,87.94,2,4026.92,49,1.89,120.34,Non Defect
183,6552,81.89,4,3.18,90.58,10,0.96,8.01,8,91,6,3333.21,42,4.12,477.82,Non Defect
183,10349,90.73,5,4.07,74.16,2,2.98,8.74,8,88.09,5,3601.34,16,8.94,418.95,Non Defect
183,14724,88.3,1,4.1,85.98,11,1.67,8.57,7,84.24,5,1527.37,49,4.99,132.56,Non Defect
183,17178,89.78,4,1.17,96.27,1,1.17,6.89,9,89.68,1,4441.45,44,3.18,123.6,Non Defect
183,10175,97.58,1,2.44,96.13,2,4.5,8.24,1,82.41,8,4190.61,39,8.81,312.74,Non Defect
184,14609,99.01,1,3.66,81.34,4,4.74,3.03,0,83.1,9,4706.78,35,9.49,325.96,Non Defect
184,13897,90.87,5,3.75,79.55,4,0.88,4.33,2,87.1,9,4306.47,19,5.19,389.54,Non Defect
184,6995,91.08,0,1.41,62.27,4,3.18,3.33,2,88.45,2,3112.14,12,9.16,193.39,Non Defect
185,5779,88.66,4,2.55,97.23,20,2.04,4.19,3,82.87,8,1923.47,21,7.79,216.97,Non Defect
185,7919,98.24,5,3.39,65.16,18,1.21,8.55,1,89.44,6,4533.97,21,9.77,425.87,Non Defect
185,8757,90.88,4,2.1,92.36,18,4.03,6.2,5,93.33,3,1268.99,37,8.11,266.41,Non Defect
185,8067,97.92,0,0.54,96.8,0,4.15,3.83,8,87.27,4,3010.82,41,6.46,286.4,Defect
185,7620,89.79,0,3.32,78.91,7,4.31,5.35,10,86.04,5,2127.22,45,5.53,296.71,Non Defect
185,5931,97.22,5,4.28,78.55,21,3.75,2.16,6,98.07,9,1058.52,26,8.6,194.09,Non Defect
186,9900,97.89,1,1.99,84.14,20,4.78,5.7,7,80.44,0,2131.65,45,3.45,148.4,Non Defect
186,9724,83.51,3,1.28,82.88,15,1.16,6.86,5,97.76,6,4528.83,35,7.58,472.44,Non Defect
186,8635,83.85,5,3.4,81.58,10,4.91,2.48,3,93.77,5,2058.84,49,1.15,316.59,Defect
186,14004,82.52,5,2.52,84.45,6,4.39,5.06,1,96.53,7,3929.36,38,4.6,205.2,Defect
187,12625,89.64,3,0.97,99.82,9,0.26,3.17,3,97.74,5,1064.13,15,7.46,170.61,Non Defect
187,13714,86.91,4,4.32,87.97,19,2.89,8.01,8,89.84,4,1450.76,33,2.59,147.25,Defect
187,18933,90.37,2,2.18,82.91,12,1.42,3.97,1,88.72,8,3758.39,19,7.67,251.34,Non Defect
188,14828,80.96,2,4.64,61.12,1,4.16,5.98,3,92.22,2,4477.12,19,3.17,469.88,Non Defect
188,18627,84.12,1,4.6,89.84,17,2.32,3.91,9,85.07,1,4422.79,42,1.27,331.04,Non Defect
188,12160,98.22,2,1.49,90.7,1,2.04,2.36,1,83.06,9,3341.36,41,4.27,236.45,Non Defect
188,11232,94.33,4,4.75,83.78,13,1.9,7.37,9,95.98,5,3144.67,19,9.56,201.03,Non Defect
189,7017,98.72,4,3.52,75.22,15,3.74,4.37,4,97.02,9,2417.64,31,3.06,482.83,Non Defect
189,19870,81,4,2.95,85.55,17,1.41,9.21,5,90.44,6,1695.47,27,1.79,127.09,Non Defect
189,16226,92.9,0,2.44,67.42,16,1.8,5.58,5,82.31,4,4450.96,30,3.73,271.43,Non Defect
189,12882,89.08,4,2.94,92.36,3,1.23,3.16,7,95.98,7,3268.68,44,4.58,440.91,Non Defect
189,7712,94.38,4,0.83,92.24,20,1.75,2,10,97.12,9,3943.28,10,4.08,206.88,Non Defect
190,12084,92.63,0,0.71,93.11,14,1.41,4.63,3,89.56,1,4054.26,19,9.7,299.42,Defect
191,15147,88.92,4,3.24,93.26,8,2.67,5.09,4,90.13,5,1533.65,35,3.34,174.04,Non Defect
191,5176,85.36,4,2.68,93.17,4,1.53,9.48,9,89.56,1,3029.13,44,8.91,346.86,Non Defect
191,5629,90.34,2,3.75,85.71,16,4.06,3.74,3,85.87,6,4197.79,34,8.47,402.33,Non Defect
191,9439,90.25,0,4.71,62.45,13,3.59,8.84,6,96.87,7,3426.38,43,4.3,463.14,Non Defect
191,9335,85.14,5,4.01,89.42,10,1.93,6.31,2,82.5,7,2798.76,20,4.9,160.85,Non Defect
191,15351,84.67,0,4.15,98.77,16,2.61,3.33,3,80.12,7,3540,46,7.79,429.17,Non Defect
192,17726,94.47,5,0.99,73.41,0,1.21,5.8,5,94.8,3,1768.03,29,9.58,484.42,Non Defect
192,14257,82.55,5,2.84,81.69,3,0.91,5.67,5,92.22,5,3476.52,14,8.35,456.32,Non Defect
193,10209,91.87,4,4.68,99.33,22,2.88,9.41,4,85.65,7,3535.52,25,7.63,237.91,Non Defect
194,6431,86.68,3,4.73,98.77,13,2.88,2.57,6,93.27,1,2910.43,46,4.1,227.16,Defect
194,5820,83.36,5,0.95,86.88,7,1.55,8.72,10,92.05,0,4812.69,21,6.79,124.77,Defect
194,18991,98.71,5,4.42,92.29,3,3.61,9.41,10,96.19,1,4326.47,33,4.81,375.8,Non Defect
194,13114,92.45,3,3.9,99.98,14,2.64,8.41,5,92.11,4,3089.01,12,3.6,269.78,Non Defect
194,16747,97.1,0,4.89,94.06,3,4.31,9.49,7,82.04,2,1342.08,34,8.74,258.63,Non Defect
195,13153,81.93,1,1.79,90.14,21,2.47,4.32,7,96.14,5,3181.22,44,1.43,168.86,Non Defect
195,6742,94.07,0,3.41,66.1,16,3.01,8.8,7,82.85,1,4031.32,34,5.32,336.23,Non Defect
195,5990,84.23,5,3.48,78.93,10,1.17,9.09,2,95.67,6,3777.02,16,9.09,460.05,Non Defect
195,13804,82.61,0,1.12,83.45,14,2.14,4.75,3,93.52,6,1506.32,28,8.24,371.43,Non Defect
196,15105,99.94,3,4.22,68.67,12,4.15,6.64,1,83.42,6,4615.97,28,1.98,483.35,Non Defect
196,13185,83.83,3,3.21,77.26,22,2.7,5.52,0,80.93,2,1650.87,41,7.6,313.14,Non Defect
197,19257,86.38,1,3.9,74.13,10,3.28,9.94,7,80.35,5,3126.42,36,4.89,198.67,Non Defect
197,17933,86.33,2,1,84.55,7,4.78,2,10,83.03,8,4955.68,28,3.64,224.41,Non Defect
197,15161,92.31,3,4.05,75.86,9,4.86,8.45,2,93.84,8,4042.67,19,2.65,383.37,Non Defect
198,5327,88.34,1,4.79,61.91,8,1.31,5.39,6,88.53,0,1989.15,48,5.83,196.78,Non Defect
198,9383,90.9,1,3.3,84.11,13,3.28,2.31,6,85.77,1,1788.53,47,5.73,200.02,Non Defect
198,16148,93.74,2,2.12,78.69,10,1.55,9.59,7,87.36,0,2600.49,47,6.58,283.57,Non Defect
198,5115,82.09,2,3.01,88.96,16,1.36,5.55,7,85.44,1,1566.29,20,1.16,245.16,Non Defect
198,10955,81.51,0,3.46,97.04,21,0.96,9.94,4,97.27,3,4403.69,30,5.35,463.57,Non Defect
198,11113,96.39,1,1.14,95.47,7,0.94,9.86,5,91.95,2,3431.86,21,8.58,342.24,Non Defect
198,12803,88.64,0,0.61,90.64,15,0.9,7.14,7,89.13,8,1750.21,29,2.91,372.2,Non Defect
198,19717,87.12,3,4.94,67.71,19,4.41,7.68,3,91.44,3,2189.7,35,1.48,482.48,Non Defect
198,9445,95.68,4,4,61.14,23,3.99,8,7,83.22,3,2384.08,13,2.94,426.95,Defect
198,8391,86.05,4,1.25,87.5,11,3.21,9.76,7,94.42,3,2682.35,20,6.28,282.36,Non Defect
198,16629,91.72,5,2.97,85.35,11,0.66,7.98,6,96.67,9,4855.09,41,6.77,189.27,Defect
199,13475,85.64,2,3.82,74.21,15,3.37,3.63,3,93.59,9,3020.19,42,4.5,149.45,Non Defect
199,18642,89.06,4,1.23,93,18,0.46,8.01,1,92.97,3,1297.88,14,2.05,177.37,Non Defect
199,8763,88.42,1,4.51,95.5,19,1.04,4.38,5,98.48,7,1544.68,48,2.04,382.21,Non Defect
200,19833,82.09,4,4.26,94.76,12,0.36,3.64,0,90.43,6,3556.68,24,3.67,253.94,Non Defect
200,17216,95.41,3,2.27,85.95,14,3.09,4.05,7,87.81,5,4779.61,28,6.25,369.09,Non Defect
200,14950,81.95,1,3.26,77.09,16,0.49,4.27,2,89.7,1,1180.14,22,6.79,169.87,Non Defect
201,16966,95.63,4,3.83,62.28,17,0.13,5.4,8,83.18,2,1527.42,29,5.07,143.67,Non Defect
201,14090,94.76,3,0.63,84.34,12,0.84,2.92,1,92.75,1,4860.69,19,7.95,378.9,Defect
201,6454,93.86,2,1.37,67.48,18,2.42,3.67,10,80.23,8,3651.3,46,7.01,154.28,Non Defect
201,13229,85.55,3,0.8,94.3,19,1.99,7.95,6,88.84,9,2273.73,24,1.99,226.79,Defect
201,17921,97.84,4,4.87,85.35,17,1.95,5.5,8,95.99,6,2810.36,33,8.29,421.76,Non Defect
202,13175,86.65,1,3.12,63.46,9,0.05,8.63,8,85.04,0,2419.62,47,5.55,236.44,Non Defect
202,15326,81.83,3,3.45,68.69,5,1.56,8.86,4,94.21,4,1849.48,36,7.64,382.62,Non Defect
202,12589,94.84,5,3.69,88.95,22,2.6,9.1,4,88.35,2,1012.84,33,9.94,366.68,Non Defect
202,11099,98.92,5,3.56,79.58,19,1.53,2.29,10,94.22,3,3129.32,28,5.2,346.01,Non Defect
203,8628,86.34,2,0.75,87.62,21,4.66,4.7,8,97.1,5,1198.5,37,6.95,217.38,Defect
203,14057,96.44,2,2.12,99.04,7,4.73,4.77,4,84.51,0,3746.63,34,2.67,489.87,Non Defect
203,18707,98.83,2,3.04,83.71,10,4.64,9.78,9,87.05,8,2377.05,34,4.3,127.35,Non Defect
203,11285,99,3,3.29,61.9,14,4.44,4.15,1,95.96,9,3984.88,23,4.26,265.03,Defect
204,15676,92.46,4,2.3,86.3,9,3.31,5.85,0,94.09,3,2563.41,29,7.16,335.85,Non Defect
204,17676,87.3,1,1.97,87.95,22,2.54,4.48,10,96.41,6,2652.03,49,8.22,258.08,Defect
205,11510,85.51,1,1.13,99.4,15,3.77,6.69,7,80.65,6,1270.62,15,1.46,340.24,Non Defect
205,9668,86.99,4,0.72,65.83,0,2.42,2.92,9,87.23,2,3617.36,27,8.99,237.1,Defect
205,12463,93.18,5,3.69,94.36,5,1.84,6.28,8,86.52,7,1695.87,17,6.47,461.97,Defect
205,11769,84.51,0,4.37,80.55,6,1.84,9.08,10,94.11,7,1389.74,35,3.67,291.97,Non Defect
205,15145,87.46,0,2.55,70.14,14,2.81,7.93,2,96.27,2,3629.83,20,5.65,350.06,Non Defect
205,18360,87.83,3,4.32,87.33,15,3.81,4.55,5,95.26,9,4335.87,33,2.09,406.4,Non Defect
206,7472,81.99,3,3.87,82.73,9,2.75,6.85,7,88.32,7,1581.63,26,6.41,365.71,Non Defect
206,15458,92.86,0,0.61,78.73,2,4.19,5.7,8,99.99,2,2363.29,48,5.2,120.47,Non Defect
206,17015,92.08,1,4.99,64.72,13,3.52,9.86,5,82.38,6,1750.12,11,2.16,321.3,Non Defect
206,14451,85.05,0,2.76,98.71,16,3.96,5.69,3,95.41,7,4444.62,38,1.16,133.23,Defect
207,19549,81.43,3,4.69,95.76,13,0.95,9.43,5,94.03,0,2083.58,33,7.48,494.76,Defect
207,9763,93.46,1,1.19,68.4,12,1.58,4.45,8,80.38,1,1688.87,11,1.21,145.16,Non Defect
207,13820,80.51,2,2.05,87.31,18,2.56,2.81,6,96.32,4,4075.33,17,9.52,285.38,Non Defect
207,14678,89.11,3,0.66,71.84,7,3.19,2.91,2,82.34,2,1358.14,20,7.12,380.9,Non Defect
208,5002,97.47,4,1.42,74.46,2,1.24,5.88,4,89.4,0,4760.11,44,7.25,206.48,Non Defect
208,10011,91,0,2.9,89.44,19,4.57,7.12,5,87.98,5,2508.16,15,7.01,226.26,Non Defect
208,11975,81.48,0,2.14,89.92,4,3.87,7.37,9,80.68,2,3598.2,49,4.1,346.85,Non Defect
209,6858,99.59,0,3.89,83.07,10,0.1,3.15,7,85.46,1,4958.41,18,7.02,403.84,Non Defect
210,6918,89.33,1,2.44,65.62,6,2.18,7.9,6,93.15,1,1943.53,47,2.82,171.53,Non Defect
210,11068,93.27,3,1.24,89.55,16,1.52,6.34,7,93.48,6,2884.7,16,6.42,434.4,Defect
210,16756,84.31,3,2.76,96.84,23,0.12,3.56,8,81.12,7,2041.04,14,7.87,347.86,Non Defect
210,15934,85.73,3,3.17,81.03,14,0.57,8.35,1,97.37,4,4903.87,17,8.78,158.99,Non Defect
211,13975,97.17,2,4.35,61.15,2,3.55,4.03,9,90.01,9,4299.61,47,5.84,283.47,Non Defect
212,8030,99.91,4,1.46,70.62,18,4.46,7.2,0,83.54,8,3477.73,10,1.6,195.82,Non Defect
212,12578,84.55,4,3.75,83.42,5,3.25,4.34,7,86.38,0,2416.96,33,7.38,217.17,Non Defect
212,14520,92.23,2,2.05,63.99,17,4.38,6.8,6,97.78,5,3684.65,14,9.08,225.8,Non Defect
212,6528,83.8,4,3.62,79.99,0,0.31,3.84,3,98.84,1,3056.79,32,4.88,176.98,Non Defect
212,8651,96.16,2,1.22,99.92,19,2.95,2.68,1,97.88,9,4380.41,11,7.65,459.36,Non Defect
212,11279,89.29,5,2.01,95.93,20,3.13,6.73,10,84.02,1,2686.63,27,7.98,214,Non Defect
212,10187,89.24,1,4.11,62.74,19,2.82,3.08,6,87.19,3,3773.81,13,8.78,209.26,Non Defect
212,11437,89.9,0,3.46,98.17,13,2.63,2.17,9,88.45,5,2848.39,34,4.77,393.73,Defect
213,13360,93.86,2,1.75,73.94,16,2.61,7.78,5,97.09,5,2124.84,33,4.75,291.11,Non Defect
213,19077,82.54,5,2.61,86.6,3,1.65,8.62,8,90.04,2,2274.32,36,9.19,488.32,Non Defect
213,5661,95.01,2,4.99,92.52,22,2.68,2.5,10,96.41,8,2632.12,34,2.86,412.27,Non Defect
213,12686,98.43,3,0.53,92.91,6,4.01,9.58,10,90,9,3411.26,12,1.2,220.76,Non Defect
214,8161,85.06,2,3.38,63.53,0,4.19,5.62,7,97.63,2,4160.8,36,3.99,498.54,Non Defect
214,6268,89.19,1,3.53,92.34,2,1.63,6.7,8,99.82,7,1676.6,15,2.35,131.83,Non Defect
214,17505,97.79,1,3.42,82.07,5,4.47,2.84,5,85.16,9,4091.71,18,5.38,158,Non Defect
215,14256,80.99,0,2.26,62.06,10,1.6,6.44,7,97.65,5,2012.41,13,1.26,268.69,Non Defect
215,10114,95.21,5,3.93,99.73,16,0.11,6.65,4,81.89,3,1047.99,22,7.92,426.96,Non Defect
215,8732,94.24,2,3.04,74.97,3,4.81,7.79,2,93.57,7,3698.24,49,9.8,122.44,Defect
216,19460,82.6,4,1.09,95.12,21,4.91,4.53,7,87.9,4,4078.79,38,2.62,377.42,Non Defect
216,11064,97.85,2,1.73,92.77,10,1.81,2.65,5,93.81,0,1292.35,49,2.64,302.7,Non Defect
216,15631,91.71,1,4.37,81.58,3,0.83,6.65,8,85.87,4,3921.65,33,6.98,361.91,Non Defect
216,6543,98.27,3,3.06,75.25,8,3.44,6.48,9,83.95,2,1452.42,46,7.4,408.08,Non Defect
216,18469,98.28,0,0.88,81.13,16,3.48,8.25,7,90.69,8,1981.85,15,8.24,134.41,Non Defect
216,12323,98.29,1,1.13,98.04,17,3.74,6.75,3,85.44,6,2817.39,18,3.52,470.6,Non Defect
216,7532,82.55,1,2,96.65,1,4.99,2.67,8,93.46,3,1373.38,22,3.2,390.28,Non Defect
217,9710,81.12,1,4.08,65.29,19,3,4.71,7,86.17,4,1636.67,31,9.39,219.45,Non Defect
217,10968,86.14,0,2.29,95.52,18,0.58,3.46,4,81.41,6,1022.09,12,2.11,187.73,Defect
217,13965,85.55,3,3.4,68.21,16,1.32,8.41,10,98.59,3,4979.05,18,8.94,333.95,Non Defect
217,19364,94.34,4,2.3,90.33,15,1.36,2.27,7,97.24,2,3048.39,14,8.95,385.06,Non Defect
217,5287,85.36,5,1.6,85.61,20,4.87,8.58,10,80.44,4,4852.52,32,4.41,356.83,Non Defect
217,19954,85.27,2,4.03,66.78,17,1.11,9.6,9,99.73,9,4373.92,31,6.35,261.02,Defect
218,9121,96.36,0,4.18,66.83,17,3.94,8.32,0,93.11,6,1518.48,20,3.1,463.72,Defect
218,15577,96.36,4,3.52,60.16,21,2.78,2.32,3,90.55,7,3201.9,15,5.84,431.31,Non Defect
218,9205,87.34,5,1,71.21,10,4.35,4.87,1,88.25,1,1655.4,18,1.01,307.77,Non Defect
218,13368,93.01,2,4.92,61.43,20,4.53,7.72,10,86.11,4,1956.34,31,7.59,394.29,Non Defect
218,16433,86.71,2,2.75,79.17,19,0.35,8.5,4,90.36,7,3537.6,13,1.43,411.19,Defect
219,17441,87.33,1,4.69,61.26,2,2.65,6.13,0,84.99,9,3685.98,49,2.31,457.16,Defect
219,8268,94.7,5,1.7,69.06,13,4.12,8.62,6,83.34,7,1510.39,32,2.89,381.23,Non Defect
219,11634,81.27,5,1.3,61.33,21,4.77,4.92,2,96.4,7,2528.69,11,5.24,423.56,Defect
219,17353,84.94,3,4.24,76.07,9,1.05,2.47,6,86.73,8,2047.63,28,6.03,290.96,Non Defect
219,18897,82.62,1,3.34,79.78,9,2.67,2.14,4,92.51,4,1273.28,29,3.14,325.04,Non Defect
219,11028,86.7,0,3.86,99.76,16,3.58,3.56,7,88.85,4,1735.65,22,6.22,169.84,Defect
220,12708,95.76,4,2.24,75.98,11,0.93,7.44,9,87.14,7,2187.93,22,4.28,355.66,Non Defect
220,12153,95.59,5,1.57,73.52,2,1.1,5.56,6,84.86,9,1866.97,13,3.71,247.38,Non Defect
221,12588,92.02,2,2.43,97.51,0,2.63,5.93,3,85.32,6,3023.89,32,5.97,364.64,Non Defect
221,19367,97,1,3.94,70.93,14,1.01,6.01,9,92.65,4,3686.3,42,5.96,287.64,Non Defect
221,18504,96.99,0,0.66,88.11,20,3.44,9.77,7,93.79,1,4882.68,36,3.82,189.74,Non Defect
221,12978,96.5,4,4.63,70.6,22,0.62,9.45,6,94.33,5,3345.24,32,1.96,454.84,Non Defect
221,6592,93.92,0,0.93,71.78,18,4.8,9.6,7,83.8,7,1365.44,16,9.34,446.76,Non Defect
222,17424,97.27,4,1.03,86.91,21,2.3,2.04,2,93.86,9,2892.19,39,5.99,211.73,Non Defect
223,17622,84.95,5,0.62,98.57,22,1.94,8.03,8,87.41,2,3872.97,50,8.08,158.42,Non Defect
223,5490,95.3,4,2.19,78.86,2,3.58,8.06,3,94.49,4,1821.74,39,4.95,351.25,Non Defect
223,6998,84.17,5,2.92,83.28,22,4.04,5.66,6,87.74,3,3605.76,32,6.79,113.52,Non Defect
223,14014,94.62,0,1.87,72.58,5,0.23,4.74,2,88.15,4,4774.22,31,3.85,473.37,Non Defect
223,13292,89.54,5,4.05,97.49,16,4.35,6.92,6,80.26,4,3461.45,34,7.75,329.46,Defect
224,17684,93.42,3,4.09,67.72,21,1.96,3.93,3,97.58,8,2127.15,11,6.23,277.23,Non Defect
225,9430,92.46,5,4.27,90.85,4,1.89,8.49,2,81.97,3,3884.18,47,4.48,151.43,Non Defect
225,18138,82.05,1,1.05,76.26,9,2.92,4.68,4,94.41,4,4078.21,21,6.04,267.17,Non Defect
225,13576,95.14,5,4.25,80.26,5,3.69,6.3,3,90.91,2,3262.43,11,8.32,189.99,Non Defect
225,17389,90.44,5,3.37,76.47,18,3.14,8.83,7,83.5,8,2503.69,13,9.75,186.71,Defect
226,5464,99.25,2,1.98,60.89,22,1.33,8.59,1,83.33,9,2945.73,21,9.56,451.55,Non Defect
226,16873,83.11,3,1.58,90.99,18,3.57,9.98,2,86.6,8,2077.22,33,2.1,136.31,Non Defect
226,13233,91.45,3,1.38,87.54,20,4.48,9.84,8,82.03,2,4541.01,13,9.73,159.69,Non Defect
227,15534,92.21,3,4.72,63.22,21,2.69,3.43,9,98.25,5,3458.43,48,8.17,112.99,Defect
227,10324,86.75,3,1.63,95.91,5,4.13,4.67,4,88.96,3,4249.43,19,8.49,136.7,Non Defect
227,17788,80.03,0,3.22,76.02,18,3.4,4.06,5,91.62,2,1928.33,25,7.95,212.65,Non Defect
227,7988,91.04,0,3.28,84.83,4,1.18,4.08,4,85.26,7,2024.31,22,9.56,130.01,Non Defect
228,16483,93.29,4,3.06,97.24,22,4.87,3.04,0,80.14,0,1149.83,19,4.31,106.81,Non Defect
228,10967,87.94,2,2.92,68.48,11,1.87,9.27,8,81.28,3,3731.32,46,4.19,467.61,Non Defect
